22877	脑供血不足
A50.501	梅毒性牙(赫秦生氏牙)
A51.301	皮肤二期梅毒
A51.401	二期梅毒
A51.402+	梅毒性脉络膜视网膜炎
A52.001+	梅毒性冠状动脉口狭窄
A52.002+	梅毒性心血管疾病
A52.003+	梅毒性心脏病
A52.004+	梅毒性心肌炎
A52.005+	梅毒性主动脉瓣闭锁不全
A52.006+	梅毒性主动脉瓣狭窄
A52.007+	梅毒性主动脉瓣狭窄闭锁不全
A52.008+	梅毒性主动脉瘤
A52.009+	梅毒性主动脉炎
A52.101	胃危象
A52.102+	阿-罗氏瞳孔
A52.104+	进行性麻痹痴呆
A52.105+	梅毒性帕金森氏综合征
A52.301	神经梅毒
A63.002	湿疣
A63.003	外阴尖锐湿疣
A63.004	外阴湿疣
A69.201	莱姆病
A69.902+	螺旋体感染性关节炎
A70.X01	鹦鹉热
A71.101	沙眼性角膜炎
A71.102	沙眼性血管翳
A75.001	流行性斑疹伤寒
A75.201	地方性斑疹伤寒(鼠型斑疹伤寒)
A75.202	鼠型斑疹伤寒肠炎
A79.801	附红细胞体病
A54.804+	淋球菌性脑膜炎
A54.805+	淋球菌性脑脓肿
A54.806+	淋球菌性心包炎
A54.807+	淋球菌性心肌炎
A54.808+	淋球菌性心内膜炎
B00.803+	EB病毒感染的病毒性肝炎伴肝昏迷
A80.902	脊髓前角灰质炎
A81.101	亚急性包涵体脑炎(亚急性硬化性全脑炎)
A81.201	播散性坏死性脑白质病
A83.001	流行性乙型脑炎(日本脑炎)
A86.X01	病毒性脑膜脑炎
129	病毒性脑炎
A90.X01	登革热
A54.902	慢性淋球菌感染
A56.001	衣原体性阴道炎
A57.X01	软下疳
A57.X02	外阴下疳
A57.X03	阴茎下疳
A58.X01	腹股沟肉芽肿 (溃疡性)
A59.001+	滴虫性尿道炎
A59.002+	滴虫性阴道炎
A60.001+	阴茎单纯疱疹
A63.001	尖锐湿疣
B03.X01	天花
B05.201+	麻疹合并肺炎
B05.301+	麻疹后中耳炎
A91.X01	登革出血热
A93.801	其它蜱媒介的出血热
A95.902+	黄热病性肝炎
A98.501+	出血性肾变病性肾炎
A98.502+	流行性出血热
B00.002	疱疹性湿疹
B00.201	口腔疱疹
B08.552	疱疹性咽峡炎
B00.204	疱疹性龈口炎
B00.401+	疱疹性脑炎
B00.501+	病毒性角膜炎
B00.502+	单纯性疱疹伴眼部并发症
B00.503+	疱疹性结膜炎
B00.504+	疱疹性眼炎
B00.505+	树枝状角膜炎
B00.701	疱疹性败血症
B00.801	EB病毒肠炎
B00.802+	EB病毒感染的病毒性肝炎
B08.001	副牛痘
B08.101	传染性软疣
B08.401	手足口病
B08.501	水疱性咽炎
B08.801	急性淋巴结节性咽炎
B08.803	流行性粟疹热
B09.X01	病毒性皮疹
B15.001	甲型病毒性肝炎伴肝昏迷
B15.902	传染性肝炎
B15.903	急性黄疸型甲型病毒性肝炎
22967	水痘
B02.001+	带状疱疹性神经根脊髓炎
B02.101+	带状疱疹性脑膜炎
B02.201+	带状疱疹性多颅神经麻痹
B02.203+	带状疱疹性神经根炎
B02.205+	疱疹后三叉神经痛
B02.206+	疱疹后神经痛
B02.202+	带状疮疹后坐骨神经痛
B02.301+	带状疱疹伴眼部并发症
B02.302+	带状疱疹性眼炎
B02.303+	眼睑带状疱疹
B02.801+	外耳带状疱疹
152	带状疱疹
B16.901	急性黄疸型乙型病毒性肝炎
B16.902	急性无黄疸型乙型病毒性肝炎
B16.905	乙型病毒性肝炎
B16.906	乙型病毒性重型肝炎
B16.907	乙型病毒性肝炎胆汁淤积型
B16.908	乙型病毒性肝炎急性重型
B16.909	乙型病毒性肝炎亚急性重型
B17.101	丙型病毒性肝炎
B17.102	急性丙型病毒性肝炎伴黄疸型
B17.103	急性丙型病毒性肝炎,无黄疸型
B17.104	急性丙型病毒性肝炎,重型
B17.105	亚急性丙型病毒性肝炎,重型
B17.106	丙型病毒性黄疸性肝炎
B17.201	戊型病毒性肝炎
B17.202	戊型病毒性肝炎胆汁淤积型
B17.203	戊型病毒性肝炎急性黄疸型
B17.204	戊型病毒性肝炎急性无黄疸型
B05.801+	麻疹并喉炎
22968	麻疹
B07.X01	扁平疣
B07.X02	病毒性疣
B07.X03	寻常疣
B07.X04	疣
B07.X05	指状疣
B25.101+	巨细胞病毒性肝炎
B25.102+	巨细胞病毒感染的病毒性肝炎伴肝昏迷
B25.901	巨细胞病毒感染
B26.001+	流行性腮腺炎性睾丸炎
B26.101+	流行性腮腺炎性脑膜炎
B26.201+	流行性腮腺炎性脑脊髓炎
B17.205	戊型病毒性肝炎急性重型
B17.206	戊型病毒性肝炎亚急性重型
B17.801	δ型肝炎
B17.802	δ型肝炎伴肝昏迷
B17.803	病毒性肝炎,重叠感染
B17.804	病毒性肝炎重叠感染
B17.805	丁型病毒性肝炎
B17.806	非甲非乙型肝炎
B17.807	双重病毒感染性肝炎
B17.809	三重感染性肝炎
B17.811	庚型肝炎
B17.812	急性黄疸性丁型肝炎
B17.813	其他特指的病毒性肝炎伴肝昏迷
B17.814	其他特指的重症病毒性肝炎
B15.904	急性无黄疸型甲型病毒性肝炎
B15.905	甲型病毒性肝炎胆汁淤积型
B15.906	甲型病毒性肝炎亚急性重型
B15.907	甲型病毒性重型肝炎
B26.802	流行性腮腺炎并颌下腺炎
B26.803	流行性腮腺炎并胸骨前水肿
B26.804+	流行性腮腺炎并心肌炎
B26.805+	流行性腮腺炎性肝炎
B26.806+	流行性腮腺炎性结膜炎
B18.101	慢性活动性乙型肝炎
B18.102	慢性重型乙型病毒肝炎
B18.103	慢性迁延型乙型病毒性肝炎
B16.910+	乙型肝炎相关性肾炎
B18.201	慢性活动性丙型病毒性肝炎
B18.202	慢性迁延性丙型病毒性肝炎
B18.203	慢性重型丙型病毒性肝炎
B18.801	慢性甲型活动性肝炎
B18.901	慢性活动性病毒性肝炎
B18.902	慢性迁延性病毒性肝炎
B18.903	慢性重型病毒性肝炎
B18.904	肝炎后综合征
B19.001	病毒性肝炎伴肝昏迷
B19.002	急性暴发性肝炎伴肝昏迷
B19.901	暴发性肝炎(急性重症肝炎)
128	病毒性肝炎
B19.903	胆汁淤积型病毒性肝炎
B19.904	急性黄疸型病毒性肝炎
B19.905	急性无黄疸型病毒性肝炎
B19.906	急性重型病毒性肝炎
B19.907	亚急性重型病毒性肝炎
B34.102	柯萨奇病毒感染
B34.801	鼻病毒感染
B35.001	脓癣
B35.002	头癣
B35.201	手癣
B35.301	足癣
B35.401	钱癣
B35.402	体癣
B35.601	股癣
B35.901	黄癣
B35.902	皮真菌病(皮癣菌疹)
B36.002	糠秕孢子性毛囊炎
B36.101	黑癣
B36.201	白癣
B36.902+	霉菌性外耳道炎
B37.001	口腔念珠菌感染(鹅口疮)
B37.002	咽鹅口疮
B37.101+	肺念珠菌病
B37.201	念珠菌性皮炎
B26.202+	流行性腮腺炎性脑膜脑炎
B26.301+	流行性腮腺炎性胰腺炎
B45.101+	新型隐球菌性脑膜炎
B45.102+	隐球菌性脑膜炎
B45.103+	隐球菌性脑炎
B46.001+	肺毛霉菌病
B49.X02	肺霉菌感染
B49.X03	霉菌性泌尿道感染
B49.X04+	霉菌性蝶窦炎
B37.202	肢端念珠菌感染
B37.302+	霉菌性外阴炎
B37.301+	念珠菌性阴道炎
B37.401+	泌尿道念珠菌感染
B30.201+	咽结膜热
B30.301+	流行性出血性结膜炎
B30.902+	流行性结膜炎
B33.001	流行性胸肌痛
B33.201+	新生儿无菌性心肌炎
B33.801	传染性淋巴细胞增多症
B33.802	急性传染性淋巴细胞增多症
B34.101	埃可病毒感染
B49.X05	霉菌性颌窦炎
B37.402+	念珠菌性尿道口炎
B37.601+	念珠菌性心内膜炎
B37.802	肠道念珠菌病
B37.803	呼吸道念珠菌感染
B37.804	脑念珠菌感染
B37.805	支气管念珠菌病
B37.806+	视神经念珠菌感染
B37.901	念珠菌感染
B38.901	球孢子菌病
B39.201+	肺组织胞浆菌病
B40.301+	芽生菌性脓皮病
B40.302+	芽生菌性皮炎
B41.901	类球孢子菌肉芽肿
B42.001+	肺孢子丝菌病
B44.101+	变态反应性支气管肺曲菌病
B44.102+	肺曲菌病
B44.103+	曲霉菌性肺炎
B44.801	上颌窦曲菌病
B45.001+	肺隐球菌病
B54.X01	疗病诱发疟
B54.X02	疟疾
B54.X03+	疟疾性肝炎
B55.001	黑热病(内脏利什曼病)
B58.101+	弓形体病肝炎
B58.201+	弓形病脑炎
B59.X01	肺囊虫病
B59.X02	卡氏肺囊虫性肺炎
B60.201+	阿米巴性脑膜脑炎
B60.202+	非寄生性阿米巴引起的脑膜脑炎
B60.203+	原发性阿米巴性脑膜脑炎
B56.951	脑锥虫病
B65.001	埃及血吸虫病(膀胱血吸虫病)
B65.101	肠血吸虫病
B65.201	日本血吸虫病
B65.202	血吸虫病
B65.301	皮肤血吸虫病
B65.801	其他特指的血吸虫病
B65.901+	肺血吸虫病
B65.902+	血吸虫性肝炎
B66.553	胆道吸虫病
B66.102	华支睾吸虫病
B49.X15	支气管霉菌感染
B49.X06	霉菌感染
B77.802	肝管蛔虫病
B79.X01	鞭虫病
B79.X02	肠鞭虫病
B80.X01	蛲虫病
B82.902	肠寄生虫性脓肿
B85.001	头虱病
B66.401	臂皮下组织肺吸虫感染
B66.402+	肺吸虫病
B66.501	姜片虫病
B66.901	脑吸虫病
B67.801+	肝包虫病
B67.901	包虫病(棘球蚴病)
B49.X07+	霉菌性筛窦炎
B49.X08	霉菌性泌尿系感染
B49.X16+	霉菌性上颌窦炎
B49.X09+	脑霉菌感染
B49.X10+	霉菌性食管炎
B49.X11	呼吸道霉菌感染
B49.X12+	真菌性脑膜炎
B49.X13+	霉菌性角膜炎
B49.X14+	垂体霉菌感染
B50.001+	脑型疟(疾)
B50.901	恶性疟(恶性间日疟)
B90.801	陈旧性肠系膜淋巴结核
B90.802	陈旧性腹腔结核
B90.803	陈旧性颈淋巴结核
B90.804	特指部位的陈旧性结核
B67.903	腹腔棘球蚴病
B67.905	脑棘球蚴病
B67.906	胸膜棘球蚴病
B68.001	猪肉绦虫病
B68.101	牛肉绦虫病
B69.101+	囊虫病(眼)
B69.801	肝囊虫病
B69.802	骨囊虫病
B69.803	肌肉囊虫病
B69.804	皮肤囊虫病
B69.902	囊虫感染
B68.051	肠绦虫病
B71.902	马尾绦虫肉芽肿
B74.901	丝虫病
B74.902	丝虫病性乳糜尿
B74.903	丝虫性外阴象皮病
B74.904	丝虫性象皮病
B76.901	肠道钩虫病
B77.801	胆道蛔虫病
C00.001	上唇恶性肿瘤
C00.101	下唇恶性肿瘤
C01.X01	舌根恶性肿瘤
C02.101	舌尖及侧缘的恶性肿瘤
C02.102	舌缘恶性肿瘤
C03.901	颌结缔组织恶性肿瘤
C05.001	硬腭恶性肿瘤
C05.101	软腭恶性肿瘤
C06.001	颊内部恶性肿瘤
C06.002	颊粘膜恶性肿瘤
C06.003	口腔粘膜恶性肿瘤
C07.X01	腮腺恶性肿瘤
B85.101	体虱病
B85.301	阴虱病
B86.X01	疥疮
B88.001	螨虫病
B88.301	水蛭病
B90.001	陈旧性结核性脑膜炎
B90.002	结核性脑膜炎后遗症
B90.201	陈旧性骨和关节结核病
C07.X02	腮腺混合瘤恶变
C08.001	颌下腺恶性肿瘤
C08.101	舌下腺恶性肿瘤
C08.801	舌下腺及颌下腺恶性肿瘤
C08.901	涎腺恶性肿瘤
C09.101	舌腭弓恶性肿瘤
C09.901	扁桃体恶性肿瘤
C10.401	鳃裂恶性肿瘤
C11.101	鼻咽后壁恶性肿瘤
C11.201	鼻咽侧壁恶性肿瘤
C11.301	鼻中隔后缘恶性肿瘤
C12.X01	梨状窝恶性肿瘤
C13.001	环状软骨后恶性肿瘤
C14.001	喉咽恶性肿瘤
C14.002	咽壁恶性肿瘤
C14.003	咽恶性肿瘤
C14.004	咽后壁恶性肿瘤
B90.901	陈旧性肺结核
B90.902	陈旧性胸膜结核
B91.X01	脊髓灰质炎后遗症(小儿麻痹后遗症)
B94.101	病毒性脑炎后遗症
B94.102	流行性乙型脑炎后遗症
B99.X01	感染
334	感染性发热
B99.X03+	感染后脑积水
C18.801	降结肠乙状结肠恶性肿瘤
C18.802	盲肠升结肠恶性肿瘤
C18.901	结肠的腺瘤恶变
C19.X01	直肠乙状结肠连接处恶性肿瘤
C20.X01	直肠恶性肿瘤
C21.001	肛门恶性肿瘤
C21.101	肛管恶性肿瘤
C14.801	颊部,牙龈恶性肿瘤
C14.802	舌根,咽部恶性肿瘤
C15.301	食管上段恶性肿瘤
C15.401	食管中段恶性肿瘤
C15.501	食管下段恶性肿瘤
C15.801	食道中下段恶性肿瘤
C16.001	贲门恶性肿瘤
C16.002	食管贲门连接处恶性肿瘤
C16.101	胃底恶性肿瘤
C16.201	胃体恶性肿瘤
C16.301	胃窦恶性肿瘤
C16.401	幽门恶性肿瘤
C16.402	幽门管恶性肿瘤
C16.501	胃小弯恶性肿瘤
C16.601	胃大弯恶性肿瘤
C16.801	胃底贲门恶性肿瘤
C16.902	胃恶性肿瘤
C23.051	胆囊恶性肿瘤
C24.001	胆管恶性肿瘤
C24.002	肝管恶性肿瘤
C24.003	胆囊管恶性肿瘤
C24.004	胆总管恶性肿瘤
C24.005	肝外胆管恶性肿瘤
C24.101	法特氏壶腹恶性肿瘤
C16.903	胃溃疡癌变
C16.904	胃息肉癌变
C16.906	早期胃癌
C17.001	十二指肠恶性肿瘤
C17.101	空肠恶性肿瘤
C17.201	回肠恶性肿瘤
C18.001	回盲部恶性肿瘤
C18.002	盲肠恶性肿瘤
C18.101	阑尾恶性肿瘤
C18.201	升结肠恶性肿瘤
C18.301	结肠肝曲恶性肿瘤
C18.401	横结肠恶性肿瘤
C18.501	脾曲恶性肿瘤
C18.601	降结肠恶性肿瘤
C18.701	乙状结肠恶性肿瘤
C26.101	脾恶性肿瘤
C30.101	乳突恶性肿瘤
C30.102	咽鼓管恶性肿瘤
C30.103	中耳恶性肿瘤
C31.101	筛窦恶性肿瘤
C31.201	额窦恶性肿瘤
C31.301	蝶窦恶性肿瘤
C32.001	声带恶性肿瘤
C32.002	声门恶性肿瘤
C32.101	会厌恶性肿瘤
C33.X01	气管恶性肿瘤
C34.952	肺泡性腺癌
C21.801	肛门直肠恶性肿瘤
155	胆管癌
C41.003	上颌骨恶性肿瘤
C41.004	上颌骨齿原性恶性肿瘤
C41.101	下颌骨恶性肿瘤
C41.102	下颌骨齿原性恶性肿瘤
C41.201	脊柱恶性肿瘤
C41.202	颈椎恶性肿瘤
C41.203	胸椎恶性肿瘤
C41.204	腰椎恶性肿瘤
C41.205	椎体恶性肿瘤
C41.301	肋骨恶性肿瘤
C41.302	锁骨恶性肿瘤
C41.303	胸骨恶性肿瘤
C34.001	主支气管恶性肿瘤
C34.101	肺上叶恶性肿瘤
C34.102	肺上叶支气管恶性肿瘤
C34.201	肺中叶恶性肿瘤
C34.301	肺下叶恶性肿瘤
C34.902	细支气管恶性肿瘤
C34.903	肺瘢痕癌
C24.102	胰腺壶腹部腺癌
C25.001	胰头恶性肿瘤
C25.101	胰体恶性肿瘤
C25.201	胰尾恶性肿瘤
C25.402	胰岛恶性肿瘤
C41.401	耻骨恶性肿瘤
C41.402	骶骨恶性肿瘤
C34.904	右支气管肺癌
C34.905	支气管恶性肿瘤
C34.906	左支气管肺恶性肿瘤
C37.X02	胸腺恶性肿瘤
C38.001	心包恶性肿瘤
C38.002	心房恶性肿瘤
C38.003	心脏恶性肿瘤
C38.101	前纵隔恶性肿瘤
C38.201	后纵隔恶性肿瘤
C38.301	纵隔恶性肿瘤
C38.401	胸膜壁层恶性肿瘤
C38.402	胸膜恶性肿瘤
C40.001	肱骨恶性肿瘤
C40.002	肩胛骨恶性肿瘤
C40.003	桡尺骨恶性肿瘤
C40.101	上肢短骨恶性肿瘤
C40.102	指骨恶性肿瘤
C40.201	腓骨恶性肿瘤
C40.202	股骨恶性肿瘤
C40.203	胫骨恶性肿瘤
C40.301	下肢短骨恶性肿瘤
C40.302	趾骨恶性肿瘤
C41.001	颅骨恶性肿瘤
C41.002	上颌恶性肿瘤
452	黑色素瘤
C44.001	唇皮肤恶性肿瘤
C44.102	眼睑恶性肿瘤
C44.103	眼睑皮肤恶性肿瘤
C44.202	耳部恶性肿瘤
C44.203	耳廓恶性肿瘤
C44.204	耳皮肤恶性肿瘤
C44.205	外耳道恶性肿瘤
C44.301	鼻部皮肤恶性肿瘤
C44.302	鼻唇沟恶性肿瘤
C44.303	额部皮肤恶性肿瘤
C44.304	面部皮肤恶性肿瘤
C44.305	面部其他的和未特指皮肤的恶性肿瘤
C44.306	颞部皮肤恶性肿瘤
C44.401	颌下皮肤恶性肿瘤
C44.402	颈部皮肤恶性肿瘤
C44.403	头颈皮肤恶性肿瘤
C44.404	头皮恶性肿瘤
C49.303	胸结缔组织恶性肿瘤
C49.304	腋下结缔组织恶性肿瘤
C49.401	腹部结缔组织恶性肿瘤
C49.402	下腔静脉恶性肿瘤
C49.501	骶前结缔组织恶性肿瘤
C49.502	腹股沟结缔组织恶性肿瘤
C49.503	会阴部恶性肿瘤
C49.504	盆腔结缔组织恶性肿瘤
C49.505	直肠阴道隔结缔组织恶性肿瘤
C49.601	躯干结缔组织恶性肿瘤
C44.502	腹壁恶性肿瘤
C44.503	躯干皮肤恶性肿瘤
C44.504	臀部皮肤恶性肿瘤
C44.601	上肢皮肤恶性肿瘤
C44.501	背皮肤恶性肿瘤
C41.403	髂骨恶性肿瘤
C41.901	骨恶性肿瘤
C50.002	乳头乳晕恶性肿瘤
C50.901	副乳腺恶性肿瘤
C44.701	下肢皮肤恶性肿瘤
C44.901	汗腺恶性肿瘤
1242	胸膜间皮瘤
C47.201	股神经恶性肿瘤
C48.001	腹膜后恶性肿瘤
C48.002	腹主动脉旁恶性肿瘤
C48.003	肾上腺周围恶性肿瘤
C48.101	肠系膜恶性肿瘤
C48.201	腹膜恶性肿瘤
C48.202	腹膜腔恶性肿瘤
C49.001	耳结缔组织恶性肿瘤
C49.002	颈部结缔组织恶性肿瘤
C49.003	面部结缔组织恶性肿瘤
C49.004	颞部结缔组织恶性肿瘤
C49.005	头部结缔组织恶性肿瘤
C49.101	上肢结缔组织恶性肿瘤
C49.201	下肢结缔组织恶性肿瘤
C49.301	横膈恶性肿瘤
C49.302	肩胛区结缔组织恶性肿瘤
C53.901	子宫颈残端恶性肿瘤
C54.101	子宫内膜恶性肿瘤
C56.X02	卵巢恶性肿瘤
C57.001	输卵管恶性肿瘤
C57.101	卵巢冠恶性肿瘤
C57.301	子宫骶骨韧带恶性肿瘤
C57.401	子宫附件恶性肿瘤
C60.101	阴茎头恶性肿瘤
C61.X01	前列腺恶性肿瘤
C62.001	隐睾恶性肿瘤
C49.903	淋巴管恶性肿瘤
C50.001	乳头恶性肿瘤
C71.005	丘脑恶性肿瘤
C71.101	额叶恶性肿瘤
C71.201	颞叶恶性肿瘤
C71.301	顶叶恶性肿瘤
C63.201	阴囊恶性肿瘤
C63.751	精囊恶性肿瘤
C64.X01	肾恶性肿瘤
C65.X01	肾盂恶性肿瘤
C66.X01	输尿管恶性肿瘤
C67.001	膀胱三角区恶性肿瘤
C67.501	膀胱颈恶性肿瘤
C67.701	脐尿管恶性肿瘤
C68.001	尿道恶性肿瘤
C68.801	肾及输尿管恶性肿瘤
C69.001	结膜恶性肿瘤
C69.101	角膜恶性肿瘤
C69.201	视网膜恶性肿瘤
C51.001	大阴唇恶性肿瘤
C51.101	小阴唇恶性肿瘤
C51.201	阴蒂恶性肿瘤
C52.X01	阴道恶性肿瘤
C72.002	脊髓圆锥恶性肿瘤
C72.201	嗅神经恶性肿瘤
C72.301	视神经恶性肿瘤
C72.501	颅神经恶性肿瘤
C72.901	硬脊膜外恶性肿瘤
C72.902	硬膜外恶性肿瘤
C73.X01	复发性甲状腺癌
C73.X02	甲状腺恶性肿瘤
C69.301	脉络膜恶性肿瘤
C69.401	睫状体恶性肿瘤
C69.402	葡萄膜恶性肿瘤
C69.403	眼内恶性肿瘤
C69.501	泪囊恶性肿瘤
C69.502	泪腺恶性肿瘤
C69.601	眶内恶性肿瘤
C70.001	脑膜恶性肿瘤
C70.101	脊膜恶性肿瘤
C70.901	硬膜下恶性肿瘤
C71.001	大脑恶性肿瘤
C71.004	胼胝体恶性肿瘤
C75.001	甲状旁腺恶性肿瘤
C75.101	垂体恶性肿瘤
C75.102	蝶鞍区恶性肿瘤
C75.301	松果体恶性肿瘤
C76.001	鼻恶性肿瘤
C30.054	鼻腔恶性肿瘤
C76.003	颔下恶性肿瘤
C76.004	颊部恶性肿瘤
C76.101	胸壁恶性肿瘤
C76.102	胸恶性肿瘤
C76.103	胸腔恶性肿瘤
C71.401	枕叶恶性肿瘤
C71.502	脉络丛恶性肿瘤
C71.503	脑室恶性肿瘤
C71.601	小脑恶性肿瘤
C71.701	脑干恶性肿瘤
C71.702	脑桥恶性肿瘤
C71.801	顶枕叶恶性肿瘤
C71.802	额顶叶恶性肿瘤
C71.803	额颞顶叶恶性肿瘤
C71.901	鞍上区恶性肿瘤
C71.902	颅内恶性肿瘤
C71.903	脑恶性肿瘤
C72.001	脊髓恶性肿瘤
C76.303	骶尾部恶性肿瘤
C76.304	盆腔恶性肿瘤
C76.305	腹股沟恶性肿瘤
C76.306	臀部恶性肿瘤
C76.307	直肠阴道隔恶性肿瘤
C76.401	上肢恶性肿瘤
C76.501	下肢恶性肿瘤
C76.502	小腿恶性肿瘤
C77.001	颌下淋巴结继发恶性肿瘤
C77.002	颈部淋巴结继发恶性肿瘤
C77.003	腮腺淋巴结继发恶性肿瘤
C77.004	锁骨上淋巴结继发恶性肿瘤
C77.101	肺门淋巴结继发恶性肿瘤
C77.102	胸内淋巴结继发性恶性肿瘤
C77.103	纵隔淋巴结继发恶性肿瘤
C77.201	贲门淋巴结继发恶性肿瘤
C77.202	肠系膜淋巴结继发恶性肿瘤
C77.203	腹腔淋巴结继发恶性肿瘤
C77.204	肝门淋巴结继发恶性肿瘤
C77.205	脾门淋巴结继发性恶性肿瘤
C77.301	腋窝淋巴结继发恶性肿瘤
C77.401	腹股沟淋巴结继发恶性肿瘤
C77.501	盆腔淋巴结继发性恶性肿瘤
C73.X03	甲状腺良性肿瘤癌变
C79.101	膀胱继发恶性肿瘤
C79.102	泌尿系统继发恶性肿瘤
C79.103	尿道继发恶性肿瘤
C79.104	输尿管继发恶性肿瘤
C79.201	腹壁继发性恶性肿瘤
C79.202	睑板继发恶性肿瘤
C79.203	皮肤继发恶性肿瘤
C79.301	脊髓继发恶性肿瘤
C79.302	脑继发恶性肿瘤
C79.304	小脑继发性恶性肿瘤
C79.401	眶内继发性肿瘤
C77.502	髂淋巴结继发恶性肿瘤
C78.001	肺继发恶性肿瘤
C78.002	支气管继发恶性肿瘤
C78.101	纵隔继发恶性肿瘤
C78.201	胸膜继发恶性肿瘤
C78.301	其他呼吸系统的继发性肿瘤
C78.302	气管继发恶性肿瘤
C78.303	气管支气管继发性恶性肿瘤
C78.304	中耳继发性肿瘤
