ICD10编码	ICD10副编码	ICD10名称	拼音助剂码
H35.006		视网膜病	SWMB
H35.007		视网膜动脉炎	SWMDMY
H35.010		视网膜血管炎	SWMXGY
H35.011		伊耳斯病<Eale's>	YESB
H35.201		创伤性增殖性视网膜病	CSXZZXSWMB
H35.202		增殖性视网膜病	ZZXSWMB
H35.301		黄斑变性	HBBX
H35.302		黄斑玻璃样疣	HBBLYY
H35.303		黄斑裂孔	HBLK
I21.906		冠状动脉血栓形成	GZDMXSXC
I21.907		急性多壁心肌梗死	JXDBXJGS
I21.908		室间隔穿孔	SJGCK
I21.909		心脏破裂	XZPL
I21.910		心脏卒中	XZZZ
I21.911		亚急性心肌梗死	YJXXJGS
I22.901		急性再发心肌梗死	JXZFXJGS
I24.101		梗塞后综合征	GSHZHZ
I24.801		冠状动脉供血不足	GZDMGXBZ
I24.802		急性冠状动脉供血不足	JXGZDMGXBZ
I25.101		冠心病	GXB
I25.102		急性心肌缺血	JXXJQX
I25.103		冠状动脉狭窄	GZDMXZ
I25.104		冠状动脉粥样硬化(狭窄)	GZDMZYYH
I25.105		冠状动脉粥样硬化性心脏病	GZDMZYYHXX
I25.201		陈旧性高侧壁心肌梗死	CJXGCBXJGS
I25.202		陈旧性后壁心肌梗死	CJXHBXJGS
I25.203		陈旧性前壁心肌梗死	CJXQBXJGS
I25.204		陈旧性前间壁心肌梗死	CJXQJBXJGS
I25.205		陈旧性下壁后壁心肌梗死	CJXXBHBXJG
I25.206		陈旧性下壁前壁心肌梗死	CJXXBQBXJG
I25.207		陈旧性下壁心肌梗死	CJXXBXJGS
I25.208		陈旧性下壁正后壁心肌梗死	CJXXBZHBXJ
I25.209		陈旧性小灶性心肌梗死	CJXXZXXJGS
I25.210		陈旧性心肌梗死	CJXXJGS
I25.211		陈旧性心内膜下心肌梗死	CJXXNMXXJG
I25.212		陈旧性正后壁心肌梗死	CJXZHBXJGS
I25.213		心肌梗塞恢复期	XJGSHFQ
I25.301		房壁瘤	FBL
I25.302		室壁瘤	SBL
I25.401		冠状动脉窦动脉瘤	GZDMDDML
I25.402		冠状动脉扩张	GZDMKZ
I25.501		缺血性心肌病	QXXXJB
I25.502		心肌缺血（慢性）	XJQXMX
I25.601		无症状性心肌缺血	WZZXXJQX
I25.801		冠状动脉炎	GZDMY
I25.802		冠状动脉左房瘘	GZDMZFL
I25.803		慢性冠状动脉供血不足	MXGZDMGXBZ
I15.901		继发性高血压	JFXGXY
I20.001		不稳定性心绞痛	BWDXXJT
I20.002		梗塞前综合征	GSQZHZ
I20.003		急性冠状动脉综合征	JXGZDMZHZ
I20.101		冠状动脉痉挛	GZDMJL
I20.102		心绞痛变异型	XJTBYX
I20.801		X综合征	XZHZ
I20.802		梗塞后心绞痛	GSHXJT
I20.803		混合型心绞痛	HHXXJT
I27.001		肺动脉高压	FDMGY
I27.002		肺动脉高压危象	FDMGYWX
I27.003		原发性肺动脉高压 (特发性)	YFXFDMGY
I27.101		脊柱后侧凸性心脏病	JZHCTXXZB
I27.801		继发性肺动脉高压	JFXFDMGY
I27.901		肺源性心脏病	FYXXZB
I27.902		慢性肺源性心脏病	MXFYXXZB
I28.001		肺动静脉瘘	FDJML
I28.101		肺动脉动脉瘤	FDMDML
I28.801		肺动脉扩张	FDMKZ
I28.802		肺静脉狭窄	FJMXZ
I28.803		肺小动脉炎	FXDMY
I30.101		病毒性心包炎	BDXXBY
I30.102		细菌性心包炎	XJXXBY
I30.103		病毒性心肌心包炎	BDXXJXBY
I30.104		化脓性心包炎	HNXXBY
I30.105		感染性心包炎	GRXXBY
I30.106		急性感染心包积液	JXGRXBJY
I30.107		链球菌性心包炎	LQJXXBY
I30.108		葡萄球菌性心包炎	PTQJXXBY
I30.901		急性心包积液	JXXBJY
I30.902		急性心包炎	JXXBY
I30.903		急性心肌心包炎	JXXJXBY
I31.001		慢性粘连渗出性心包炎	MXZLSCXXBY
I31.002		心包粘连	XBZL
I31.101		慢性化脓性缩窄性心包炎	MXHNXSZXXB
I31.102		缩窄性心包炎	SZXXBY
I31.103		心包钙化	XBGH
I31.201		心包积血	XBJX
I31.301		癌性心包积液	AXXBJY
I31.302		乳糜性心包积液	RMXXBJY
I31.801		心包破裂	XBPL
I31.901		包裹性心包积液	BGXXBJY
I31.902		非特异性心包炎	FTYXXBY
I31.903		慢性心包炎	MXXBY
I31.904		心包积气	XBJQ
I31.905		心包积液	XBJY
I31.906		心包填塞	XBTS
I31.907		心包炎	XBY
I31.908		纵隔心包炎	ZGXBY
I33.001		恶性心内膜炎	EXXNMY
I33.002		二尖瓣赘生物	EJBZSW
I33.003		肺动脉瓣赘生物	FDMBZSW
I33.004		感染性心内膜炎	GRXXNMY
I33.005		感染性心内膜炎性赘生物	GRXXNMYXZS
I33.006		革兰氏阳性杆菌性心内膜炎	GLSYXGJXXN
I33.007		急性细菌性心内膜炎	JXXJXXNMY
I33.008		假单胞菌性心内膜炎	JDBJXXNMY
I33.009		链球菌性心内膜炎	LQJXXNMY
I33.010		霉菌性心内膜炎	MJXXNMY
I33.011		葡萄球菌性心内膜炎	PTQJXXNMY
I33.012		三尖瓣赘生物	SJBZSW
I33.013		细菌性心内膜炎	XJXXNMY
I33.014		亚急性细菌性心内膜炎	YJXXJXXNMY
I33.015		真菌性心内膜炎	ZJXXNMY
I33.016		主动脉瓣赘生物	ZDMBZSW
I33.901		急性心内膜炎	JXXNMY
I34.001		二尖瓣闭锁不全	EJBBSBQ
I34.002		非风湿性二尖瓣伴主动脉瓣闭锁不全	FFSXEJBBZD
I34.003		二尖瓣退行性变	EJBTXXB
I34.004		非风湿性二尖瓣漏并主动脉瓣狭窄和漏	FFSXEJBLBZ
I34.101		二尖瓣后叶脱垂	EJBHYTC
I34.102		二尖瓣脱垂	EJBTC
I34.103		二尖瓣脱垂综合征	EJBTCZHZ
I34.201		二尖瓣术后狭窄	EJBSHXZ
I34.202		老年钙化性二尖瓣狭窄	LNGHXEJBXZ
I34.801		二尖瓣腱索断裂	EJBJSDL
I34.802		二尖瓣裂	EJBL
I34.803		手术后二尖瓣狭窄闭锁不全	SSHEJBXZBS
I34.804		非风湿性二尖瓣狭窄伴闭锁不全	FFSXEJBXZB
I34.805		心内膜炎并二尖瓣穿孔	XNMYBEJBCK
I35.001		主动脉瓣狭窄	ZDMBXZ
I35.101		心内膜炎伴主动脉瓣闭锁不全	XNMYBZDMBB
I35.102		主动脉瓣闭锁不全	ZDMBBSBQ
I35.201		老年钙化性主动脉瓣狭窄关闭不全	LNGHXZDMBX
I35.202		主动脉瓣狭窄伴闭锁不全	ZDMBXZBBSB
I35.801		退行性主动脉瓣疾患	TXXZDMBJH
I25.804		冠状动脉右房瘘	GZDMYFL
I25.901		冠状动脉缺血	GZDMQX
I25.902		缺血性心脏病	QXXXZB
I26.001		急性肺原性心脏病	JXFYXXZB
I26.901		肺栓塞	FSS
I26.902		肺血栓形成	FXSXC
G57.101		股外侧皮神经综合征	GWCPSJZHZ
G57.201		股神经麻痹	GSJMB
G57.301		腓深神经麻痹	FSSJMB
G57.302		腓神经麻痹	FSJMB
G57.303		腓总神经损害	FZSJSH
G57.304		腓神经损害	FSJSH
G57.401		胫神经损害	JSJSH
G57.501		胫后神经嵌压综合征	JHSJQYZHZ
G57.601		跖趾神经炎	ZZSJY
G57.602		莫顿氏（MORTORN'S）神经瘤（莫通氏病）	MDSMORTORN'S
G58.001		肋间神经痛	LJSJT
G58.801		膈神经麻痹	GSJMB
G58.802		枕大神经痛	ZDSJT
G58.803		枕大神经炎	ZDSJY
G58.804		枕神经痛	ZSJT
G58.901		单神经炎	DSJY
G58.902		神经功能障碍	SJGNZA
G58.903		神经麻庳	SJMB
G60.001		腓骨肌萎缩	FGJWS
G60.002		夏科-马丽-图斯氏病(进行性神经性肌萎缩)	XKMLTSSBJXXS
G60.801		感觉性多神经病	GJXDSJB
G60.802		里吉综合征	LJZHZ
K71.601		药物性肝炎	YWXGY
K71.602		中毒性肝炎	ZDXGY
K71.701		药物性肝硬变	YWXGYB
K71.901		药物性肝损害	YWXGSH
K72.001		急性肝功能衰竭	JXGGNSJ
K72.002		急性肝衰竭	JXGSJ
K72.003		急性肝炎(非病毒性)	JXGY
K72.004		急性黄疸型肝炎	JXHDXGY
K72.005		急性黄色肝萎缩	JXHSGWS
K72.006		亚急性肝坏死	YJXGHS
K72.007		亚急性肝炎	YJXGY
K72.901		肝功能衰竭	GGNSJ
K72.902		肝坏死	GHS
K72.903		肝昏迷(肝性脑病)	GHM
K72.904		肝萎缩	GWS
K73.001		慢性迁延性肝炎	MXQYXGY
K73.201		慢性活动性肝炎	MXHDXGY
K73.801		慢性复发性肝炎	MXFFXGY
K73.901		慢性肝炎	MXGY
K73.902		慢性肝炎、重型	MXGYZX
K74.001		肝纤维化	GXWH
K74.501		胆汁性肝硬变	DZXGYB
K74.601		肝炎后肝硬变	GYHGYB
K74.602		肝硬变	GYB
K74.603		坏死后肝硬变	HSHGYB
K74.604		结节性肝硬变	JJXGYB
K74.605		慢性间质性肝炎	MXJZXGY
K74.606		门脉性肝硬变	MMXGYB
K74.607		血吸虫性肝硬化	XXCXGYH
K74.608+	I98.201*	肝硬变伴食管静脉曲张	GYBBSGJMQZ
K74.609+	I98.202*	肝硬变伴食管静脉曲张破裂出血	GYBBSGJMQZ
K75.001		肝脓肿	GNZ
K75.002		急性化脓性肝胆管炎	JXHNXGDGY
K75.101		门静脉炎	MJMY
K75.301		肝肉芽肿	GRYZ
K75.801		胆小管炎性肝炎	DXGYXGY
K75.802		胆汁郁积性肝炎	DZYJXGY
K75.803		肝胆管炎	GDGY
K75.804		肝内胆管炎	GNDGY
K75.805		肝炎性假瘤	GYXJL
K75.806		肝炎性肿物	GYXZW
K75.807		药物性胆汁郁积性肝炎	YWXDZYJXGY
K75.808		营养性肝炎	YYXGY
K75.809		自家免疫性肝炎	ZJMYXGY
K75.901		肝炎	GY
K75.902		肝炎综合征	GYZHZ
K76.001		脂肪肝	ZFG
K76.101		慢性被动性肝郁血	MXBDXGYX
K76.102		心源性肝硬变	XYXGYB
K76.103		淤血性肝损坏	YXXGSH
K76.104		郁滞肝	YZG
K76.301		肝梗塞	GGS
K76.601		班替氏综合征	BTSZHZ
K76.602		门脉高压	MMGY
K30  01		肠消化不良	CXHBL
K30  02		消化不良	XHBL
K31.001		急性胃扩张	JXWKZ
K31.002		手术后急性胃扩张	SSHJXWKZ
K31.101		幽门肥大	YMFD
K31.102		幽门梗阻	YMGZ
K31.103		幽门梗阻(成人)	YMGZ
K31.104		幽门狭窄	YMXZ
K31.301		幽门痉挛	YMJL
K31.401		胃憩室	WQS
K31.501		十二指肠梗阻	SEZCGZ
K31.502		十二指肠受压	SEZCSY
K31.503		十二指肠淤积	SEZCYJ
K31.504		十二指肠狭窄	SEZCXZ
K31.601		十二指肠瘘	SEZCL
K31.602		手术后食管胃瘘	SSHSGWL
K31.603		手术后胃大肠瘘	SSHWDCL
K31.604		手术后胃瘘	SSHWL
K31.605		手术后胃小肠瘘	SSHWXCL
K31.606		胃空肠结肠瘘	WKCJCL
K26.401		十二指肠球部溃疡伴出血	SEZCQBKYBC
K26.402		十二指肠溃疡伴出血	SEZCKYBCX
K26.403		十二指肠糜烂出血	SEZCMLCX
K26.501		十二指肠溃疡伴穿孔	SEZCKYBCK
K26.502		十二指肠球部溃疡伴穿孔	SEZCQBKYBC
K26.601		十二指肠溃疡伴穿孔和出血	SEZCKYBCKH
K26.701		慢性十二指肠溃疡	MXSEZCKY
K31.701		胃息肉	WXR
K31.801		低张力胃	DZLW
K31.802		葫芦状胃(沙漏状胃痉挛)	HLZW
K31.803		急性胃粘膜病变	JXWNMBB
K31.804		上消化道梗阻	SXHDGZ
K31.805		十二指肠白点征	SEZCBDZ
K31.806		十二指肠球变形	SEZCQBX
K31.807		十二指肠球部息肉	SEZCQBXR
K31.808		十二指肠息肉	SEZCXR
K31.809		胃肠粘膜病变	WCNMBB
K31.810		胃黄色斑	WHSB
K31.824		胃粘膜脱垂	WZMTC
K31.825		胃皱襞	WZB
K31.826		胃潴留	WZL
K31.901		十二指肠肿物	SEZCZW
K31.902		胃占位性病变	WZWXBB
K35.001		急性化脓性阑尾炎伴穿孔	JXHNXLWYBC
K35.002		急性阑尾炎伴穿孔	JXLWYBCK
K35.003		急性阑尾炎伴腹膜炎	JXLWYBFMY
K35.004		阑尾破裂	LWPL
K35.101		急性化脓性阑尾炎	JXHNXLWY
K35.102		急性化脓性阑尾炎伴阑尾周围炎	JXHNXLWYBL
K35.103		急性化脓性阑尾炎伴周围脓肿	JXHNXLWYBZ
K35.104		急性阑尾炎伴腹膜脓肿	JXLWYBFMNZ
K35.105		阑尾脓肿	LWNZ
K35.106		阑尾炎伴脓肿	LWYBNZ
K35.107		阑尾周围脓肿	LWZWNZ
K35.108		盲肠脓肿	MCNZ
K35.901		急性坏疽性阑尾炎	JXHJXLWY
K35.902		急性阑尾炎	JXLWY
K35.903		急性阑尾炎及阑尾周围炎	JXLWYJLWZW
K35.904		急性化脓性阑尾炎（不伴有腹膜脓肿）	JXHNXLWYBBYF
K36  01		复发性阑尾炎	FFXLWY
K36  02		慢性阑尾炎	MXLWY
K36  03		亚急性阑尾炎	YJXLWY
K37  01		阑尾炎	LWY
K37  02		阑尾周围炎	LWZWY
K37  03		盲肠炎	MCY
K38.101		阑尾结石	LWJS
K38.301		阑尾瘘	LWL
K38.801		闭锁性阑尾	BSXLW
K38.802		阑尾囊肿	LWNZ
K40.001		双侧腹股沟疝伴有梗阻不伴有坏疽	SCFGGSBYGZBB
K40.101		双侧腹股沟疝伴有坏疽	SCFGGSBYHJ
K40.201		双侧腹股沟疝不伴有梗阻或坏疽	SCFGGSBBYGZH
K40.301		绞窄性腹股沟疝(单侧)	JZXFGGS
K40.302		难复性腹股沟疝(单侧)	NFXFGGS
K40.303		嵌顿性腹股沟疝(单侧)	QDXFGGS
K40.304		嵌顿性腹股沟疝伴梗阻(单侧)	QDXFGGSBGZ
K40.401		单侧腹股沟疝伴有坏疽	DCFGGSBYHJ
K40.901		腹股沟环松弛	FGGHSC
K40.902		腹股沟疝,单侧	FGGSDC
K40.903		腹股沟斜疝(单侧)	FGGXS
K40.904		腹股沟直疝 ,单侧	FGGZSDC
K41.301		股嵌顿疝	GQDS
K41.302		绞窄性股疝(单侧)	JZXGS
K41.401		单侧或未特指股疝，伴有梗阻，伴有坏疽	DCHWTZGSBYGZ
K41.901		股疝	GS
K42.001		脐疝伴梗阻	QSBGZ
K42.901		脐旁疝	QPS
K42.902		脐疝	QS
K43.001		腹嵌顿疝	FQDS
K43.002		腹疝(切口疝)并梗阻	FSBGZ
K43.901		腹白线疝	FBXS
K43.902		腹壁疝(切口疝)	FBS
K43.903		腹疝	FS
K44.901		膈疝	GS
K44.902		食道裂孔疝	SDLKS
K45.801		闭孔疝	BKS
K45.802		腰肌疝	YJS
K45.803		腰疝	YS
K46.001		绞窄性小肠疝	JZXXCS
K46.002		腹内疝伴肠梗阻	FNSBCGZ
K46.901		肠系膜裂孔疝	CXMLKS
K46.902		腹内疝	FNS
K46.903		输入袢内疝	SRPNS
K46.904		网膜裂孔疝	WMLKS
K46.905		小肠疝	XCS
K31.811		胃假性淋巴瘤	WJXLBL
K31.812		胃结石	WJS
K31.813		胃痉挛	WJL
K31.814		胃麻痹	WMB
K31.815		胃囊肿	WNZ
K31.816		胃扭转	WNZ
K31.817		胃排空梗阻	WPKGZ
K31.818		胃破裂	WPL
K31.819		胃酸分泌过多	WSFMGD
K31.820		胃酸缺乏	WSQF
K31.821		胃下垂	WXC
K31.822		胃腺体增生	WXTZS
K31.823		胃粘膜病变	WNMBB
K50.001		末端性回肠炎	MDXHCY
K50.002		小肠节段性肠炎(小肠克隆氏病)	XCJDXCY
K50.101		大肠克隆氏病(大肠节段性肠炎)	DCKLSB
K50.102		结肠克隆氏病(结肠节段性肠炎)	JCKLSB
K50.103		肉芽肿性结肠炎	RYZXJCY
K50.104		直肠节段性肠炎(直肠克隆氏病)	ZCJDXCY
K50.901		节段性肠炎(克隆氏病)	JDXCY
K50.902+	M07.401*	节段性肠炎性关节病	JDXCYXGJB
K51.401		结肠假息肉病	JCJXRB
K52.201		过敏性肠炎	GMXCY
K52.202		过敏性腹泻	GMXFX
K52.203		过敏性结肠炎	GMXJCY
K52.204		胃肠道过敏症	WCDGMZ
K52.205		饮食性腹泻	YSXFX
K52.801		嗜酸粒细胞性胃肠炎	SSLXBXWCY
K52.802		药物相关性肠炎	YWXGXCY
K52.803		胰源性腹泻	YYXFX
K52.901		肠炎	CY
K52.902		出血性结肠炎	CXXJCY
K52.903		非感染性腹泻	FGRXFX
K52.904		腹泻	FX
K52.905		急性肠炎	JXCY
K52.906		急性出血性肠炎	JXCXXCY
K52.907		急性结肠炎	JXJCY
K52.908		急性胃肠炎	JXWCY
K52.909		结肠炎	JCY
K52.910		流行性肠炎	LXXCY
K52.911		慢性肠炎	MXCY
K52.912		慢性腹泻	MXFX
K52.913		慢性结肠炎	MXJCY
K52.914		慢性胃肠炎	MXWCY
K52.915		脓毒性肠炎	NDXCY
K52.916		秋季腹泻	QJFX
K52.917		伪膜性肠炎	WMXCY
K52.918		胃肠炎	WCY
K52.919		小儿肠炎	XECY
K52.920		乙状结肠炎	YZJCY
K52.921		婴儿肠炎	YECY
K52.922		婴儿腹泻	YEFX
K52.923		幼儿腹泻(夏季腹泻)	YEFX
K55.001		肠坏疽	CHJ
K55.002		肠坏死	CHS
K55.003		肠系膜动脉栓塞	CXMDMSS
K55.004		肠系膜动脉栓塞伴肠坏死	CXMDMSSBSH
K55.005		肠系膜动脉狭窄	CXMDMXZ
K55.006		肠系膜坏疽	CXMHJ
K55.007		肠系膜静脉血栓形成	CXMJMXSXC
K55.008		肠系膜静脉血栓形成伴肠坏死	CXMJMXSXCB
K55.009		出血性肠梗塞	CXXCGS
K55.101		肠道慢性缺血性综合征	CDMXQXXZHZ
K55.102		肠系膜动脉供血不足	CXMDMGXBZ
K55.103		肠系膜动脉硬化	CXMDMYH
K55.104		肠系膜上动脉综合征	CXMSDMZHZ
K55.801		肠系膜动脉炎	CXMDMY
K55.802		结肠血管扩张	JCXGKZ
K55.803		十二指肠动脉破裂	SEZCDMPL
K55.804		十二指肠动脉压迫综合征	SEZCDMYPZH
K55.805		小肠毛细血管扩张	XCMXXGKZ
K55.806		空肠血管畸形	KCXGJX
K55.901		局限性缺血性肠病	JXXQXXCB
K55.902		缺血性肠炎	QXXCY
K56.001		肠麻痹	CMB
K56.002		麻痹性肠梗阻	MBXCGZ
K56.101		肠套叠	CTD
K56.201		肠绞窄	CJZ
K56.202		肠扭转	CNZ
K56.203		绞窄性肠梗阻	JZXCGZ
K56.301		胆石性肠梗阻	DSXCGZ
K56.401		肠粪嵌塞	CFQS
K56.402		肠结石	CJS
K56.501		肠梗阻伴粘连	CGZBZL
K56.502		肠粘连性狭窄	CZLXXZ
K56.503		粘连性肠梗阻	ZLXCGZ
K56.601		肠绞窄坏死	CJZHS
K56.602		肠狭窄	CXZ
K56.603		机械性肠梗阻	JXXCGZ
K56.604		急性肠梗塞	JXCGS
K56.605		痉挛性肠梗阻(假性肠梗阻)	JLXCGZ
K56.701		不完全性肠梗阻	BWQXCGZ
K51.901		溃疡性肠炎	KYXCY
K51.902		溃疡性结肠炎	KYXJCY
K51.903+	M07.501*	溃疡性结肠炎性关节病	KYXJCYXGJB
K52.001		放射性肠炎	FSXCY
K52.101		中毒性腹泻	ZDXFX
K56.702		肠梗阻	CGZ
K56.703		完全性肠梗阻	WQXCGZ
K57.001		十二指肠憩室伴穿孔	SEZCQSBCK
K57.002		小肠憩室伴有腹膜炎	XCQSBYFMY
K57.101		回盲部憩室	HMBQS
K57.102		空肠憩室	KCQS
K57.103		空肠憩室炎	KCQSY
K57.104		十二指肠憩室炎	SEZCQSY
K57.105		小肠憩室	XCQS
K57.106		小肠憩室炎	XCQSY
K57.201		结肠憩室伴穿孔	JCQSBCK
K57.301		结肠憩室	JCQS
K57.302		结肠憩室炎	JCQSY
K57.303		盲肠憩室	MCQS
K57.304		盲肠憩室炎	MCQSY
K57.305		直肠憩室	ZCQS
K58.001		过敏性大肠综合症，伴有腹泻	GMXDCZHZBYFX
K59.101		功能性腹泻	GNXFX
K59.301		后天性巨结肠	HTXJJC
K59.401		肛门括约肌痉挛	GMKYJJL
K59.801		肠道菌群失调	CDJQST
K59.802		肠扩张	CKZ
K59.803		结肠脾曲综合征	JCPQZHZ
K59.804		脾区综合征	PQZHZ
K59.901		肠功能紊乱	CGNWL
K60.201		肛裂	GL
K60.301		肛瘘	GL
K60.302		肛门瘘管	GMLG
K60.401		直肠会阴瘘	ZCHYL
K60.402		直肠瘘	ZCL
H35.304		黄斑前膜	HBQM
H35.305		视网膜黄斑变性	SWMHBBX
H35.401		视网膜变性	SWMBX
H35.402		视网膜周边变性	SWMZBBX
H35.501		视网膜色素变性	SWMSSBX
H35.502		视网膜营养障碍	SWMYYZA
H35.601		黄斑出血	HBCX
H35.602		视网膜出血	SWMCX
H35.603		眼底出血	YDCX
H35.701		中心性浆液性视网膜病	ZXXJYXSWMB
H35.702		中心性浆液性视网膜脉络网病变	ZXXJYXSWMM
H35.801		创伤性脉络膜视网膜病	CSXMLMSWMB
H35.802		黄斑水肿	HBSZ
H35.803		视网膜动脉供血不足	SWMDMGXBZ
H35.804		视网膜黑变病	SWMHBB
H35.805		视网膜坏死	SWMHS
H35.806		视网膜前机化膜	SWMQJHM
H35.807		视网膜萎缩	SWMWS
H35.901		创伤性视网膜病变	CSXSWMBB
H40.001		交界性青光眼	JJXQGY
H40.002		青光眼临床前期	QGYLCQQ
H40.003		眼压过高	YYGG
H40.101		开角型青光眼	KJXQGY
H40.102		低压性青光眼	DYXQGY
H40.103		原发性开角型青光眼	YFXKJXQGY
H40.201		闭角型青光眼	BJXQGY
H40.202		恶性青光眼	EXQGY
H40.203		急性闭角型青光眼	JXBJXQGY
H40.204		急性青光眼	JXQGY
H40.205		慢性闭角型青光眼	MXBJXQGY
H40.206		原发性闭角型青光眼	YFXBJXQGY
H40.301		创伤性青光眼	CSXQGY
H40.401		青光眼并发虹膜睫状体炎	QGYBFHMJZT
H40.402		青光眼睫状体炎危象(青光眼睫状体炎综合征)	QGYJZTYWX
H40.501		新生血管性青光眼	XSXGXQGY
H40.502		继发性青光眼	JFXQGY
H40.503		晶体脱位后青光眼	JTTWHQGY
H40.504		晶状体溶解性青光眼(溶晶状体性青光眼)	JZTRJXQGYR
H40.505		青光眼并发视网膜静脉阻塞	QGYBFSWMJM
H40.506		青光眼合并白内障	QGYHBBNZ
H40.507		无晶体性青光眼	WJTXQGY
H40.601		皮质类固醇诱发青光眼	PZLGCYFQGY
H40.801		混合型青光眼	HHXQGY
H40.802		血影细胞性青光眼	XYXBXQGY
H40.901		青光眼	QGY
H43.001		玻璃体疝	BLTS
H43.101		玻璃体出血	BLTCX
H43.301		玻璃体混浊	BLTHZ
H43.801		玻璃膜疣	BLMY
H43.802		玻璃体变性	BLTBX
H43.803		玻璃体机化	BLTJH
H43.804		玻璃体脱离	BLTTL
H43.805		玻璃体萎缩	BLTWS
H43.806		玻璃体液化	BLTYH
H43.807		增殖性玻璃体病变	ZZXBLTBB
H44.001		玻璃体脓肿	BLTNZ
H44.002		感染性眼内炎	GRXYNY
H44.003		化脓性眼内炎	HNXYNY
H44.004		全眼球炎	QYQY
H44.005		眼内炎	YNY
H44.006		眼脓肿	YNZ
H44.007		转移性眼内炎	ZYXYNY
H44.101		寄生虫性眼内炎	JSCXYNY
H44.102		交感性眼炎	JGXYY
H44.103		眼小梁炎	YXLY
H44.301		虹膜铁质沉着病	HMTZCZB
H44.302		晶体铁锈沉着症	JTTXCZB
H44.303		视网膜铁质沉着病	SWMTZCZB
H35.008		视网膜静脉炎	SWMJMY
H35.009		视网膜静脉周围炎	SWMJMZWY
H44.304		眼球铁质沉着病	YQTZCZB
H44.305		眼铜屑沉着病	YTXCZB
H44.401		低眼压	DYY
H44.402		巩膜瘘	GML
H44.403		角膜瘘	JML
H44.501		绝对期青光眼	JDQQGY
H44.502		眼球痨	YQL
H44.503		眼球萎缩	YQWS
H44.601		陈旧性眼内磁性异物	CJXYNCXYW
H44.701		玻璃体异物	BLTYW
H44.702		陈旧性玻璃体异物	CJXBLTYW
H44.801		眼内出血	YNCX
H44.802		眼球脱位	YQTW
H44.803		眼球破裂	YQPL
H44.901		眼球占位病变	YQZWBB
H46  01		球后视神经炎	QHSSJY
H46  02		球后炎性假瘤	QHYXJL
H46  03		视神经乳头炎	SSJRTY
H46  04		视神经病变	SSJBB
H46  05		视神经炎	SSJY
H47.001		眶尖综合征	KJZHZ
H47.002		缺血性视乳头病变	QXXSRTBB
H47.003		缺血性视神经病变	QXXSSJBB
H47.004		视神经麻痹	SSJMB
H47.101		视乳头水肿	SRTSZ
H47.201		利伯氏病(家族遗传性球后视神经萎缩)	LBSB
H47.202		视神经萎缩	SSJWS
H47.301		假性(视神经)乳头水肿	JXRTSZ
H47.302		视盘玻璃样疣	SPBLYY
H47.303		视乳头肿物	SRTZW
H47.401		视交叉综合征	SJCZHZ
H47.601		皮质盲	PZM
H49.001		第三颅神经麻痹	DSLSJMB
H49.002		动眼神经炎	DYSJY
H49.003		动眼神经麻痹	DYSJMB
H49.101		滑车神经麻痹	HCSJMB
H49.201		外展神经麻痹	WZSJMB
H49.202		外展神经炎	WZSJY
H49.801		眶上裂综合征	KSLZHZ
H49.802		麻痹性外斜视	MBXWXS
H49.803		眼内直肌麻痹	YNZJMB
H49.804		眼上斜肌麻痹	YSXJMB
H49.805		眼上直肌麻痹	YSZJMB
H49.806		痛性眼肌麻痹	TXYJMB
H49.807		眼外肌麻痹	YWJMB
H49.808		眼外直肌麻痹	YWZJMB
H49.809		眼下斜肌麻痹	YXXJMB
H49.810		眼下直肌麻痹	YXZJMB
H49.811		重症肌无力斜视	ZZJWLXS
H49.812		麻痹性内斜视	MBXNXS
H49.813		麻痹性外斜视	MBXWXS
H49.901		麻痹性斜视	MBXXS
H49.902		先天性麻痹性斜视	XTXMBXXS
H49.903		眼肌麻痹	YJMB
H50.001		调节性内斜视	TJXNXS
H50.002		共同性内斜视	GTXNXS
H50.003		交替性内斜视	JTXNXS
H50.004		内斜视	NXS
H50.101		废用性外斜视	FYXWXS
H50.102		共同性外斜视	GTXWXS
H50.103		交替性外斜视	JTXWXS
H50.104		外斜视	WXS
H50.301		间歇性外斜视	JXXWXS
H50.302		交替性间歇性外斜视	JTXJXXWXS
H50.303		间歇性内斜视	JXXNXS
H50.401		DVD综合征(垂直性分离性斜视)	DVDZHZ
H50.402		共同性斜视	GTXXS
H50.403		上斜视	SXS
H50.404		下斜肌亢进	XXJKJ
H50.405		下斜视	XXS
H50.406		上斜肌亢进	SXJKJ
H50.501		外隐斜视	WYXS
H50.502		内隐斜	NYX
H50.601		布郎氏鞘综合征(上斜肌腱鞘综合征)	BLSQZHZ
H50.801		废用性斜视	FYXXS
H50.802		急性肌炎性斜视	JXJYXXS
H50.803		痉挛性斜视	JLXXS
H50.804		眼球退缩综合征	YQTSZHZ
H50.901		斜视	XS
H52.001		远视	YS
H52.101		高度近视	GDJS
H52.102		近视	JS
H52.201		散光	SG
H52.301		屈光不正	QGBZ
H44.703		陈旧性巩膜异物遗留	CJXGMYWYL
H44.704		陈旧性眼前房非磁性异物	CJXYQFFCXY
H44.705		陈旧性眼球内非磁性异物	CJXYQNFCXY
H44.706		陈旧性巩膜异物	CJXGMYW
H52.401		老视	LS
H52.501		内眼肌麻痹	NYJMB
H52.502		调节性视疲劳	DJXSPL
H53.001		废用性弱视	FYXRS
H53.002		弱视	RS
H53.003		周边注视	ZBZS
